Category,Series_Entity,Short_Name,Long_Name,UUID
"Earth Observation Satellites","","MTSAT-2","The Multi-functional Transport Satellite 2","02db0949-495c-4579-8ff5-d1a9079c88b7"
"Earth Observation Satellites","","MTSAT","Multi-functional Transport Satellite","e3679e9e-5a95-46f4-a856-e51d459469fd"
"Earth Observation Satellites","","Meteor-M N1","Meteorological Satellite Meteor-M N1","34e29a6e-63ef-4701-9f03-4dd233f146f6"
"Earth Observation Satellites","","Meteor-M N2","Meteorological Satellite Meteor-M N2","20e6f8e4-f60d-4ffb-ab85-0423c5078a52"
"Earth Observation Satellites","","NCEP GTS","National Centers for Environmental Prediction Global Telecommunications Systems","efdc8649-0ef2-4d41-999a-2bb104a06f34"
"Earth Observation Satellites","","NISAR","NASA-ISRO Synthetic Aperture Radar","a6fddcb3-881b-484a-bbc9-39591b6359ab"
"Earth Observation Satellites","","NPOESS (National Polar-orbiting Operational Environmental Satellite System )","","45ec5189-ffc5-452d-b365-f6989f1433f1"
"Earth Observation Satellites","","OCO","Orbiting Carbon Observatory","3e77610e-bb50-4c45-a62a-c50194ec16c2"
"Earth Observation Satellites","","ODIN","","1f7c6ae3-d38e-42b7-a874-60298b0fcfa1"
"Earth Observation Satellites","","OKEAN-O","Ukranian-Russian Ocean Remote Sensing System","53d5ea21-07bb-44b5-88e6-3775e90ca528"
"Earth Observation Satellites","","OSTM/JASON-2","","987f0e52-e554-475a-b680-50df620a520e"
"Earth Observation Satellites","","OrbView-1","OSC Microlab-1 Satellite","7a186060-a313-4047-ba21-27a0ffdff8e4"
"Earth Observation Satellites","","OrbView-2","Orbital Sciences Corporation OrbView-2 Satellite","aef85316-b8f8-422a-add0-8130b113fa7d"
"Earth Observation Satellites","","PACE","Plankton, Aerosol, Cloud, ocean Ecosystem mission","eb4175de-3ee7-4897-bbbe-590ad7e09b4f"
"Earth Observation Satellites","","PAGEOS 1","Passive Geodetic Earth Orbiting Satellite 1","43a6ecc5-a1d4-4b89-8d4d-e04a10264ab6"
"Earth Observation Satellites","","PARASOL","","aef6c60c-b5c5-46b9-9a84-d99a9c08b06a"
"Earth Observation Satellites","","PAZ","SAR Observation Spanish Satellite","8ac70aba-53e7-45c0-8b4a-2c0197114b09"
"Earth Observation Satellites","","PROBA-1","Project for On-Board Autonomy, PROBA-1","fe4a4604-029e-4cdc-93f0-6d8799dd25e5"
"Earth Observation Satellites","","PROBA-2","Project for On-Board Autonomy, PROBA-2","ce3e3563-34ff-4a39-8c81-c9856758e403"
"Earth Observation Satellites","","PROBA-3","Project for On-Board Autonomy, PROBA-3","96a26a3b-bd87-462e-b155-f57677bf4b83"
"Earth Observation Satellites","","PlanetScope","","6fffd5bf-1d22-487a-8b4c-495992ef3b28"
"Earth Observation Satellites","","Proba-V","","6f507389-2c7c-41b4-a638-95bdc73b63a3"
"Earth Observation Satellites","","QUICKBIRD-2","DigitalGlobe's QuickBird-2","4240f2ff-8d4a-438d-bbae-f62ae3504922"
"Earth Observation Satellites","","QUICKBIRD","DigitalGlobe's QuickBird","04c144cb-2195-4dd7-a7d3-8dacfb550abd"
"Earth Observation Satellites","","QUIKSCAT","QUIKSCAT","5ab01e26-7baf-4960-bd6e-cb64b47cbfed"
"Earth Observation Satellites","","RAPIDEYE","RapidEye","439293ac-ef6a-4f4c-a578-a57d504e783a"
"Earth Observation Satellites","","RESURS-O1","","75227aec-09d6-47e5-bdd1-4eeed285ff9b"
"Earth Observation Satellites","","Resurs DK 1","Environmental Satellite Resurs-DK N1","ff2141a6-5682-44da-88fc-9a4e78de35ad"
"Earth Observation Satellites","","Resurs-P N1","Environmental Satellite Resurs-P N1","a7560954-fe13-4e8a-bb12-1289154a3a24"
"Earth Observation Satellites","","Resurs-P N2","Environmental Satellite Resurs-P N2","b00d17a2-b509-4b42-86fd-d50bf50cfc3c"
"Earth Observation Satellites","","SAGE-III","Stratospheric Aerosol and Gas Experiment-III","c7063bba-13bf-45e1-be70-7499be35d304"
"Earth Observation Satellites","","SARAL","Satellite with ARgos and ALtiKa","4e62dd32-7776-4646-ae8d-b85d97df415a"
"Earth Observation Satellites","","SATELLITES","","17b1489c-fba7-4252-bf23-b981148343f1"
"Earth Observation Satellites","","SCATSAT-1","Scatterometer Satellite-1","fbfed562-4772-48fe-b2bb-7ebced3a7c9f"
"Earth Observation Satellites","","SCD","Satellites de Coleta de Dados","7b07a0be-b4c9-4837-9521-287bf07198aa"
"Earth Observation Satellites","","SCISAT-1/ACE","Atmospheric Chemistry Experiment","5419ac51-33aa-4f66-bc37-9f2c73846c9e"
"Earth Observation Satellites","","SEASAT 1","Ocean Dynamics Satellite","1bffe898-f4a2-458e-92c5-cd7c9c1cd5f0"
"Earth Observation Satellites","","SENTINEL-6","","0df95c0e-77a5-46b5-94f4-3e5ae1391450"
"Earth Observation Satellites","","SES-14","","8dd76819-1baa-4ccd-8544-23c2923f2d84"
"Earth Observation Satellites","","SME","Solar Mesospheric Explorer","4e357ecc-78bd-4da7-b28a-4b34f61f8587"
"Earth Observation Satellites","","STARLETTE","","9b6eb5b1-08b6-435f-9e25-ad95e017fb32"
"Earth Observation Satellites","","STELLA","","149dcad2-bf7c-4c0c-bb53-5ae32d71ecfb"
"Earth Observation Satellites","","SUNSAT","Stellenbosch University Satellite","8798ac25-d327-4d6e-910f-d06306133f88"
"Earth Observation Satellites","","SkySat","","e9611632-822d-468b-9748-a392991a0718"
"Earth Observation Satellites","","Spire","","da278af5-097b-47e7-903d-4deac395c4de"
"Earth Observation Satellites","","TDX","TanDEM-X","6c21f29b-5dd4-4e96-a6fb-44e4788d1973"
"Earth Observation Satellites","","THEOS","Thai Earth Observation System","84ddaf4a-fe17-4f01-becf-8164ae255b73"
"Earth Observation Satellites","","TIMED","Thermosphere, Ionosphere, Mesosphere Energetics and Dynamics","5ab193bc-b931-41ac-819b-e49391abd272"
"Earth Observation Satellites","","TIPS","Tether Physics and Survivability","7b9c2b8c-0f57-42bc-ab52-ba3cf542f14e"
"Earth Observation Satellites","","TIUNGSAT-1","","f1503638-4366-4025-8d27-6aefedc4c4dd"
"Earth Observation Satellites","","TOPEX/POSEIDON","Ocean Topography Experiment","e5eb6afb-5d3e-4767-ad08-5293c5b2d88b"
"Earth Observation Satellites","","TOPSAT","","24e15a6d-d600-4eb1-9757-022a19f583fe"
"Earth Observation Satellites","","TRMM","Tropical Rainfall Measuring Mission","89c509e6-13f6-4d6e-b46c-0479d2c7d88d"
"Earth Observation Satellites","","TSINGHUA-1","","f9922bc7-cbad-4230-ad65-08c5998a8e0f"
"Earth Observation Satellites","","TSX","TerraSAR-X","a5c7a4c7-bbf4-42df-a754-20cb6b98317a"
"Earth Observation Satellites","","Terra","Earth Observing System, Terra (AM-1)","80eca755-c564-4616-b910-a4c4387b7c54"
"Earth Observation Satellites","","UARS","Upper Atmosphere Research Satellite","b6c5c7d5-ad6a-4cdd-82cc-9259377ff044"
"Earth Observation Satellites","","VANGUARD","","9db79338-5030-45c2-9bf7-c81bfcefb9e1"
"Earth Observation Satellites","","WESTPAC","Western Pacific Laser Satellite","3d031666-2116-4ebc-8daa-3e98ddcf4f60"
"Earth Observation Satellites","","WORLDVIEW-1","","7f13b4d2-9114-4890-ac6d-30da1a333d74"
"Earth Observation Satellites","","WORLDVIEW-2","","ff0ed18d-c476-4dc4-a248-d42ad74bb4a1"
"Earth Observation Satellites","","WORLDVIEW-3","","dfb49f10-0755-464f-96b1-fc037802c86d"
"Earth Observation Satellites","","WORLDVIEW-4","","341b5eb7-19bd-4337-83f3-885730103df1"
"Earth Observation Satellites","","ZEIA","","6365670e-6e12-437d-baa9-d1deecd87fba"
"Earth Observation Satellites","","","","3466eed1-2fbb-49bf-ab0b-dc08731d502b"
